age,workclass,education,occupation,native-country,class
18.0,Private,HS-grad,Other-service,United-States,<=50K
51.0,Private,Some-college,Exec-managerial,United-States,<=50K
41.0,Private,10th,Craft-repair,?,<=50K
44.0,Self-emp-inc,Some-college,Sales,United-States,>50K
33.0,Local-gov,10th,Transport-moving,United-States,<=50K
33.0,Self-emp-not-inc,Bachelors,Exec-managerial,United-States,>50K
42.0,Private,Assoc-acdm,Exec-managerial,United-States,>50K
25.0,Private,Some-college,Prof-specialty,United-States,<=50K
32.0,Private,HS-grad,Machine-op-inspct,United-States,<=50K
32.0,Private,Bachelors,Craft-repair,Mexico,<=50K
36.0,Private,10th,Exec-managerial,United-States,<=50K
28.0,Private,HS-grad,Transport-moving,United-States,<=50K
20.0,Private,HS-grad,Other-service,United-States,<=50K
35.0,Self-emp-inc,Some-college,Sales,United-States,>50K
55.0,Self-emp-not-inc,HS-grad,Craft-repair,United-States,<=50K
48.0,Private,Bachelors,Exec-managerial,India,>50K
36.0,?,Assoc-voc,?,United-States,<=50K
34.0,Private,HS-grad,Craft-repair,United-States,>50K
28.0,Private,Bachelors,Tech-support,United-States,<=50K
67.0,Private,Bachelors,Exec-managerial,United-States,>50K
37.0,Private,HS-grad,Craft-repair,United-States,<=50K
44.0,Private,HS-grad,Transport-moving,United-States,<=50K
25.0,Private,Some-college,Sales,United-States,<=50K
21.0,Private,Some-college,Exec-managerial,United-States,<=50K
40.0,State-gov,Masters,Prof-specialty,United-States,>50K
78.0,Private,HS-grad,Other-service,United-States,<=50K
34.0,Private,HS-grad,Handlers-cleaners,United-States,<=50K
49.0,Private,HS-grad,Adm-clerical,United-States,<=50K
22.0,Private,Assoc-acdm,Adm-clerical,United-States,<=50K
23.0,?,HS-grad,?,United-States,<=50K
60.0,Self-emp-not-inc,HS-grad,Farming-fishing,United-States,<=50K
45.0,Local-gov,HS-grad,Protective-serv,United-States,>50K
63.0,Private,Assoc-voc,Other-service,United-States,<=50K
41.0,Private,HS-grad,Craft-repair,United-States,<=50K
47.0,Private,HS-grad,Adm-clerical,United-States,<=50K
44.0,Private,HS-grad,Craft-repair,United-States,<=50K
51.0,Private,Some-college,Prof-specialty,United-States,<=50K
46.0,Private,Bachelors,Sales,United-States,<=50K
41.0,Private,Assoc-voc,Machine-op-inspct,United-States,<=50K
50.0,Self-emp-not-inc,HS-grad,Craft-repair,United-States,<=50K
47.0,Private,HS-grad,Adm-clerical,United-States,>50K
35.0,Private,HS-grad,Exec-managerial,United-States,<=50K
56.0,Private,HS-grad,Exec-managerial,United-States,>50K
45.0,Private,Masters,Prof-specialty,United-States,<=50K
48.0,Federal-gov,Bachelors,Exec-managerial,United-States,>50K
40.0,Private,Some-college,Machine-op-inspct,United-States,<=50K
39.0,Self-emp-inc,Bachelors,Exec-managerial,United-States,>50K
