age,workclass,education,occupation,native-country,class
60, Private, Some-college, Sales, United-States, <=50K
37, Private, Some-college, Exec-managerial, United-States, <=50K
27, Private, Some-college, Transport-moving, United-States, >50K
54, Private, Some-college, Other-service, Columbia, <=50K
40, Private, HS-grad, Other-service, China, <=50K
18, Private, 12th, Other-service, United-States, <=50K
51, Federal-gov, HS-grad, Adm-clerical, United-States, >50K
40, Self-emp-not-inc, Some-college, Tech-support, United-States, >50K
64, Federal-gov, HS-grad, Prof-specialty, United-States, <=50K
24, Private, HS-grad, Other-service, United-States, <=50K
33, Private, HS-grad, Tech-support, United-States, <=50K
31, Private, HS-grad, Exec-managerial, United-States, <=50K
26, Local-gov, HS-grad, Protective-serv, United-States, >50K
54, Private, Bachelors, Adm-clerical, United-States, >50K
31, Private, 1st-4th, Handlers-cleaners, Mexico, <=50K
39, Private, 12th, Transport-moving, ?, <=50K
22, Private, Some-college, Tech-support, United-States, <=50K
31, Private, Some-college, Craft-repair, United-States, <=50K
68, Private, 5th-6th, Other-service, Italy, <=50K
59, Federal-gov, 10th, Other-service, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Craft-repair, United-States, <=50K
25, Private, Bachelors, Adm-clerical, United-States, <=50K
23, Private, HS-grad, Craft-repair, United-States, <=50K
35, Private, Some-college, Exec-managerial, United-States, <=50K
17, State-gov, 10th, Other-service, United-States, <=50K
19, Private, Some-college, Handlers-cleaners, United-States, <=50K
53, Private, Masters, Exec-managerial, United-States, >50K
59, Private, 5th-6th, Machine-op-inspct, United-States, <=50K
37, Private, HS-grad, Adm-clerical, United-States, <=50K
74, Self-emp-not-inc, HS-grad, Other-service, United-States, <=50K
28, Private, Some-college, Transport-moving, United-States, <=50K
40, Private, Bachelors, Adm-clerical, United-States, <=50K
30, Private, Some-college, Craft-repair, ?, <=50K
20, Private, Some-college, Other-service, United-States, <=50K
80, Private, Prof-school, Prof-specialty, United-States, >50K
51, Private, HS-grad, Machine-op-inspct, United-States, <=50K
17, Private, 10th, Sales, United-States, <=50K
37, Federal-gov, Bachelors, Prof-specialty, United-States, <=50K
19, ?, HS-grad, ?, United-States, <=50K
58, Private, HS-grad, Other-service, United-States, <=50K
57, Private, Some-college, Craft-repair, United-States, <=50K
37, Private, Some-college, Machine-op-inspct, United-States, <=50K
23, Federal-gov, Some-college, Craft-repair, United-States, <=50K
36, Private, Bachelors, Adm-clerical, Columbia, <=50K
33, Private, HS-grad, Craft-repair, United-States, <=50K
30, Private, Some-college, Sales, United-States, <=50K
30, Private, HS-grad, Adm-clerical, United-States, <=50K
41, Private, Prof-school, Prof-specialty, United-States, >50K
57, ?, Some-college, ?, United-States, >50K
23, Private, HS-grad, Sales, United-States, <=50K
40, Private, Prof-school, Prof-specialty, United-States, >50K
53, Private, HS-grad, Adm-clerical, United-States, <=50K
31, State-gov, Some-college, Tech-support, United-States, <=50K
41, ?, 5th-6th, ?, Mexico, <=50K
36, Private, HS-grad, Adm-clerical, United-States, <=50K
30, Private, 12th, Other-service, United-States, <=50K
44, Private, HS-grad, Protective-serv, Canada, <=50K
36, Private, HS-grad, Other-service, United-States, <=50K
42, Private, Assoc-acdm, Prof-specialty, United-States, >50K
48, Self-emp-not-inc, HS-grad, Craft-repair, Peru, <=50K
22, Private, Bachelors, Prof-specialty, United-States, <=50K
38, Private, HS-grad, Machine-op-inspct, United-States, <=50K
31, Private, HS-grad, Craft-repair, United-States, <=50K
32, Private, HS-grad, Other-service, United-States, <=50K
35, Private, HS-grad, Handlers-cleaners, United-States, <=50K
21, Private, Some-college, Sales, United-States, <=50K
26, Private, HS-grad, Machine-op-inspct, United-States, <=50K
19, Local-gov, HS-grad, Adm-clerical, United-States, <=50K
43, Private, HS-grad, Craft-repair, United-States, >50K
33, Private, HS-grad, Craft-repair, United-States, <=50K
30, Private, Bachelors, Craft-repair, United-States, <=50K
52, Private, 10th, Transport-moving, United-States, <=50K
38, Local-gov, Bachelors, Exec-managerial, United-States, >50K
28, Private, Bachelors, Exec-managerial, United-States, >50K
57, Self-emp-not-inc, Assoc-acdm, Other-service, Iran, <=50K
51, Private, Bachelors, Prof-specialty, United-States, >50K
50, Private, 9th, Machine-op-inspct, United-States, <=50K
32, Private, Bachelors, Exec-managerial, China, >50K
32, Private, Bachelors, Prof-specialty, United-States, >50K
37, Private, HS-grad, Craft-repair, United-States, <=50K
69, Self-emp-not-inc, HS-grad, Sales, United-States, <=50K
33, ?, Some-college, ?, United-States, <=50K
37, Private, Some-college, Sales, Germany, >50K
36, Private, Some-college, Adm-clerical, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Transport-moving, United-States, >50K
63, Private, 10th, Transport-moving, United-States, <=50K
21, Private, Some-college, Adm-clerical, United-States, <=50K
17, Private, HS-grad, Other-service, Mexico, <=50K
56, Private, HS-grad, Craft-repair, United-States, <=50K
90, Local-gov, Assoc-acdm, Adm-clerical, Philippines, <=50K
27, Private, Some-college, Adm-clerical, United-States, <=50K
38, Private, HS-grad, Adm-clerical, United-States, <=50K
33, Private, Assoc-acdm, Prof-specialty, United-States, <=50K
26, Private, HS-grad, Exec-managerial, United-States, <=50K
20, Private, Some-college, Other-service, United-States, <=50K
42, Private, 11th, Transport-moving, United-States, <=50K
55, Private, HS-grad, Exec-managerial, United-States, <=50K
32, State-gov, Some-college, Prof-specialty, United-States, <=50K
66, Private, Bachelors, Sales, United-States, >50K
66, Local-gov, Doctorate, Prof-specialty, United-States, <=50K
49, Private, Some-college, Other-service, United-States, <=50K
34, Private, HS-grad, Protective-serv, United-States, <=50K
38, Private, Bachelors, Exec-managerial, United-States, >50K
40, Self-emp-inc, HS-grad, Exec-managerial, United-States, <=50K
22, Federal-gov, Assoc-acdm, Other-service, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Transport-moving, United-States, <=50K
29, Private, HS-grad, Machine-op-inspct, United-States, <=50K
19, Private, 12th, Handlers-cleaners, United-States, <=50K
71, ?, HS-grad, ?, United-States, <=50K
37, Local-gov, Bachelors, Prof-specialty, United-States, <=50K
52, Local-gov, Masters, Prof-specialty, United-States, >50K
27, Private, Masters, Adm-clerical, United-States, <=50K
52, Private, HS-grad, Transport-moving, United-States, <=50K
31, Private, HS-grad, Craft-repair, United-States, <=50K
37, Self-emp-inc, Some-college, Craft-repair, United-States, >50K
28, Private, HS-grad, Handlers-cleaners, United-States, <=50K
25, Private, 7th-8th, Craft-repair, Mexico, <=50K
31, Private, Some-college, Adm-clerical, United-States, <=50K
29, Private, HS-grad, Craft-repair, United-States, <=50K
45, Private, HS-grad, Adm-clerical, United-States, <=50K
69, Private, 7th-8th, Other-service, United-States, <=50K
50, Private, 11th, Machine-op-inspct, United-States, <=50K
54, State-gov, Doctorate, Prof-specialty, England, >50K
17, Private, 9th, Other-service, United-States, <=50K
34, Private, HS-grad, Tech-support, China, >50K
32, Self-emp-not-inc, HS-grad, Other-service, ?, <=50K
23, Private, Some-college, Machine-op-inspct, United-States, <=50K
66, Private, Bachelors, Prof-specialty, United-States, >50K
61, Private, HS-grad, Craft-repair, United-States, <=50K
55, Private, Some-college, Machine-op-inspct, United-States, <=50K
24, Private, HS-grad, Handlers-cleaners, United-States, <=50K
30, Private, HS-grad, Sales, United-States, <=50K
49, Private, Assoc-voc, Exec-managerial, United-States, >50K
21, ?, Some-college, ?, United-States, <=50K
56, Self-emp-inc, HS-grad, Sales, United-States, >50K
25, Private, HS-grad, Sales, United-States, <=50K
49, Private, Bachelors, Protective-serv, United-States, <=50K
58, Private, Bachelors, Tech-support, United-States, >50K
40, Federal-gov, Bachelors, Adm-clerical, Puerto-Rico, <=50K
62, Private, Masters, Prof-specialty, United-States, <=50K
54, Private, Bachelors, Tech-support, United-States, >50K
34, Self-emp-not-inc, Assoc-voc, Other-service, United-States, <=50K
18, Private, 10th, Craft-repair, United-States, <=50K
28, ?, 11th, ?, United-States, <=50K
32, Private, HS-grad, Sales, Hong, <=50K
22, Local-gov, Bachelors, Prof-specialty, United-States, <=50K
34, State-gov, Bachelors, Prof-specialty, United-States, <=50K
53, ?, Bachelors, ?, United-States, >50K
47, Private, HS-grad, Other-service, Mexico, <=50K
19, Private, Some-college, Sales, United-States, <=50K
41, Self-emp-inc, Some-college, Exec-managerial, United-States, >50K
46, Private, Some-college, Other-service, United-States, <=50K
56, Self-emp-not-inc, 7th-8th, Sales, Mexico, <=50K
42, Private, HS-grad, Machine-op-inspct, United-States, <=50K
25, Private, Bachelors, Prof-specialty, United-States, <=50K
42, Private, HS-grad, Adm-clerical, United-States, <=50K
43, Private, Bachelors, Prof-specialty, United-States, >50K
17, Private, 11th, Sales, United-States, <=50K
57, Self-emp-not-inc, 7th-8th, Craft-repair, United-States, >50K
40, Private, Masters, Exec-managerial, United-States, >50K
62, Local-gov, HS-grad, Other-service, Canada, <=50K
20, Private, Some-college, Adm-clerical, United-States, <=50K
47, Private, Some-college, Transport-moving, United-States, <=50K
40, Private, Some-college, Exec-managerial, United-States, <=50K
44, Private, HS-grad, Exec-managerial, ?, >50K
48, Private, Bachelors, Craft-repair, United-States, <=50K
39, Self-emp-inc, Assoc-voc, Farming-fishing, United-States, >50K
46, Local-gov, Some-college, Craft-repair, United-States, >50K
72, Self-emp-inc, Prof-school, Prof-specialty, United-States, >50K
53, Private, HS-grad, Machine-op-inspct, United-States, <=50K
47, Federal-gov, Some-college, Handlers-cleaners, United-States, >50K
40, Self-emp-not-inc, HS-grad, Craft-repair, Canada, <=50K
34, Private, HS-grad, Transport-moving, United-States, <=50K
41, Private, HS-grad, Adm-clerical, United-States, <=50K
41, Private, HS-grad, Craft-repair, United-States, <=50K
20, Private, Some-college, Handlers-cleaners, United-States, <=50K
42, Self-emp-inc, 1st-4th, Sales, ?, <=50K
54, Local-gov, Bachelors, Prof-specialty, United-States, <=50K
39, Self-emp-inc, Bachelors, Prof-specialty, United-States, <=50K
37, Private, HS-grad, Machine-op-inspct, United-States, <=50K
59, Private, Doctorate, Sales, United-States, <=50K
69, Private, 5th-6th, Adm-clerical, United-States, <=50K
24, Private, Bachelors, Prof-specialty, United-States, <=50K
36, Private, Assoc-voc, Machine-op-inspct, United-States, >50K
21, ?, Some-college, ?, United-States, <=50K
68, ?, HS-grad, ?, United-States, <=50K
20, Private, Some-college, Craft-repair, United-States, <=50K
26, Self-emp-not-inc, Assoc-voc, Other-service, United-States, <=50K
48, Private, 12th, Handlers-cleaners, United-States, <=50K
39, Self-emp-inc, Prof-school, Prof-specialty, United-States, >50K
21, Private, Assoc-acdm, Other-service, United-States, <=50K
22, Private, HS-grad, Exec-managerial, Germany, <=50K
34, Private, Assoc-voc, Prof-specialty, United-States, <=50K
33, Private, Some-college, Exec-managerial, United-States, >50K
46, Private, 9th, Machine-op-inspct, Guatemala, <=50K
47, Private, 11th, Craft-repair, United-States, >50K
65, Private, Bachelors, Exec-managerial, United-States, >50K
23, Private, HS-grad, Handlers-cleaners, United-States, <=50K
28, Private, Some-college, Other-service, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Exec-managerial, United-States, >50K
20, Private, Some-college, Other-service, United-States, <=50K
28, Private, 11th, Adm-clerical, United-States, <=50K
52, Self-emp-inc, Bachelors, Exec-managerial, United-States, <=50K
40, State-gov, Masters, Prof-specialty, China, >50K
22, Private, Bachelors, Exec-managerial, United-States, <=50K
29, Self-emp-inc, HS-grad, Exec-managerial, United-States, <=50K
31, Self-emp-not-inc, 7th-8th, Prof-specialty, United-States, <=50K
42, Federal-gov, Masters, Prof-specialty, United-States, >50K
38, Private, HS-grad, Craft-repair, United-States, <=50K
22, Private, 11th, Machine-op-inspct, United-States, >50K
21, ?, Some-college, ?, United-States, <=50K
43, Private, 9th, Exec-managerial, Mexico, <=50K
43, Self-emp-inc, Bachelors, Exec-managerial, United-States, >50K
33, Private, Some-college, Exec-managerial, United-States, <=50K
17, Self-emp-inc, 10th, Other-service, United-States, <=50K
54, Self-emp-not-inc, Prof-school, Prof-specialty, United-States, >50K
45, Private, HS-grad, Adm-clerical, United-States, <=50K
55, Local-gov, 10th, Craft-repair, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Transport-moving, United-States, >50K
65, Federal-gov, 10th, Craft-repair, United-States, <=50K
21, Private, Bachelors, Prof-specialty, United-States, <=50K
40, Private, HS-grad, Other-service, United-States, <=50K
58, Private, Some-college, Adm-clerical, United-States, <=50K
53, Federal-gov, HS-grad, Exec-managerial, United-States, <=50K
39, Private, Masters, Prof-specialty, United-States, >50K
56, Local-gov, HS-grad, Other-service, United-States, <=50K
37, Private, Some-college, Adm-clerical, United-States, <=50K
44, Private, Bachelors, Craft-repair, United-States, <=50K
49, Private, 9th, Handlers-cleaners, United-States, <=50K
36, Private, Some-college, Machine-op-inspct, United-States, >50K
59, Self-emp-inc, Bachelors, Craft-repair, United-States, <=50K
33, Private, HS-grad, Adm-clerical, United-States, <=50K
36, Private, Prof-school, Exec-managerial, United-States, >50K
26, Private, Some-college, Exec-managerial, United-States, <=50K
22, Private, 10th, Sales, United-States, <=50K
25, Private, Masters, Adm-clerical, United-States, <=50K
28, Private, Some-college, Adm-clerical, United-States, <=50K
41, Private, Assoc-acdm, Adm-clerical, United-States, <=50K
45, Private, Assoc-voc, Farming-fishing, United-States, <=50K
43, Private, HS-grad, Handlers-cleaners, United-States, <=50K
30, Private, 9th, Handlers-cleaners, United-States, <=50K
33, Private, HS-grad, Craft-repair, United-States, <=50K
34, Private, Some-college, Adm-clerical, United-States, <=50K
21, Private, Assoc-voc, Other-service, United-States, <=50K
31, Private, Bachelors, Sales, United-States, >50K
48, Private, 5th-6th, Transport-moving, United-States, <=50K
22, Private, Some-college, Adm-clerical, United-States, <=50K
47, Private, Some-college, Sales, United-States, <=50K
27, Private, Bachelors, Tech-support, Philippines, <=50K
18, Private, 11th, Handlers-cleaners, United-States, <=50K
43, Private, Masters, Prof-specialty, United-States, >50K
36, Private, Some-college, Sales, United-States, <=50K
37, Federal-gov, HS-grad, Craft-repair, United-States, <=50K
24, Private, Assoc-voc, Craft-repair, United-States, <=50K
24, Private, HS-grad, Transport-moving, United-States, <=50K
38, Private, Bachelors, Other-service, United-States, <=50K
48, Private, Bachelors, Exec-managerial, United-States, >50K
75, Private, 1st-4th, Other-service, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Prof-specialty, United-States, >50K
64, Private, Bachelors, Exec-managerial, United-States, <=50K
67, ?, Doctorate, ?, United-States, >50K
36, Private, HS-grad, Sales, United-States, <=50K
53, Private, Some-college, Tech-support, United-States, <=50K
22, Private, Some-college, Prof-specialty, United-States, <=50K
73, Self-emp-not-inc, HS-grad, Other-service, United-States, <=50K
46, Private, HS-grad, Adm-clerical, United-States, <=50K
45, Private, HS-grad, Craft-repair, United-States, <=50K
43, Private, HS-grad, Craft-repair, United-States, >50K
20, Private, HS-grad, Adm-clerical, United-States, <=50K
43, Federal-gov, Some-college, Handlers-cleaners, United-States, <=50K
21, Private, 12th, Adm-clerical, ?, <=50K
40, Private, HS-grad, Sales, United-States, <=50K
36, Private, Bachelors, Prof-specialty, United-States, >50K
64, Self-emp-inc, Bachelors, Sales, United-States, <=50K
19, ?, Some-college, ?, United-States, <=50K
46, Private, Some-college, Prof-specialty, United-States, >50K
46, Local-gov, Masters, Exec-managerial, United-States, >50K
41, Local-gov, Bachelors, Prof-specialty, United-States, <=50K
29, ?, Some-college, ?, United-States, <=50K
28, Private, Some-college, Adm-clerical, United-States, <=50K
23, Private, Some-college, Sales, United-States, <=50K
30, Federal-gov, Bachelors, Protective-serv, United-States, >50K
44, Private, Bachelors, Adm-clerical, Cuba, <=50K
27, Private, HS-grad, Transport-moving, United-States, >50K
25, Private, HS-grad, Other-service, United-States, <=50K
29, Private, 10th, Craft-repair, United-States, <=50K
54, Private, HS-grad, Machine-op-inspct, Poland, >50K
27, Private, Bachelors, Farming-fishing, United-States, <=50K
34, Private, HS-grad, Craft-repair, United-States, <=50K
38, Private, Some-college, Sales, United-States, <=50K
24, ?, HS-grad, ?, United-States, <=50K
56, Private, Masters, Prof-specialty, United-States, >50K
35, Self-emp-inc, HS-grad, Sales, United-States, <=50K
23, ?, Assoc-voc, ?, United-States, <=50K
23, Private, Some-college, Craft-repair, United-States, <=50K
19, Private, Some-college, Sales, United-States, <=50K
42, Private, Prof-school, Prof-specialty, United-States, >50K
46, Private, Bachelors, Exec-managerial, United-States, >50K
48, Self-emp-inc, HS-grad, Sales, ?, <=50K
27, Private, HS-grad, Sales, Puerto-Rico, <=50K
22, ?, Assoc-acdm, ?, United-States, <=50K
49, Self-emp-inc, Some-college, Sales, United-States, >50K
23, Private, Some-college, Other-service, United-States, <=50K
24, Private, HS-grad, Other-service, United-States, <=50K
34, Private, HS-grad, Machine-op-inspct, China, <=50K
25, Federal-gov, HS-grad, Transport-moving, United-States, <=50K
33, Self-emp-not-inc, Some-college, Craft-repair, United-States, <=50K
22, Private, Assoc-acdm, Adm-clerical, United-States, <=50K
54, Local-gov, HS-grad, Adm-clerical, United-States, <=50K
39, Self-emp-inc, Masters, Prof-specialty, United-States, <=50K
25, Private, Bachelors, Prof-specialty, United-States, <=50K
75, Self-emp-inc, HS-grad, Adm-clerical, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Machine-op-inspct, United-States, <=50K
50, Private, Bachelors, Sales, United-States, <=50K
62, Self-emp-not-inc, Bachelors, Craft-repair, United-States, >50K
40, Private, HS-grad, Machine-op-inspct, United-States, <=50K
58, Local-gov, Bachelors, Prof-specialty, United-States, <=50K
24, Federal-gov, Assoc-acdm, Exec-managerial, United-States, <=50K
21, Private, HS-grad, Other-service, United-States, <=50K
40, Private, Bachelors, Exec-managerial, United-States, >50K
45, Private, Assoc-voc, Prof-specialty, United-States, >50K
48, Private, HS-grad, Exec-managerial, United-States, <=50K
34, Private, HS-grad, Transport-moving, United-States, <=50K
23, Private, HS-grad, Priv-house-serv, Guatemala, <=50K
43, Local-gov, Masters, Exec-managerial, United-States, >50K
42, Local-gov, Some-college, Craft-repair, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Prof-specialty, Japan, >50K
52, Self-emp-inc, HS-grad, Farming-fishing, United-States, <=50K
21, ?, Some-college, ?, United-States, <=50K
56, Self-emp-not-inc, Bachelors, Exec-managerial, United-States, <=50K
48, Federal-gov, HS-grad, Adm-clerical, United-States, >50K
37, Self-emp-not-inc, HS-grad, Exec-managerial, South, >50K
25, Private, HS-grad, Craft-repair, United-States, <=50K
40, Private, Bachelors, Handlers-cleaners, United-States, >50K
34, Private, 11th, Machine-op-inspct, United-States, <=50K
52, Private, HS-grad, Other-service, United-States, <=50K
41, Private, Bachelors, Tech-support, United-States, >50K
36, Local-gov, HS-grad, Other-service, United-States, <=50K
21, Private, Assoc-voc, Craft-repair, United-States, <=50K
28, Private, Bachelors, Prof-specialty, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Exec-managerial, ?, >50K
20, Private, Some-college, Adm-clerical, England, <=50K
68, Private, HS-grad, Prof-specialty, Italy, >50K
35, Private, HS-grad, Transport-moving, United-States, <=50K
32, Private, HS-grad, Machine-op-inspct, United-States, <=50K
64, Private, Masters, Exec-managerial, United-States, >50K
17, Private, 10th, Handlers-cleaners, United-States, <=50K
25, Private, Bachelors, Prof-specialty, United-States, <=50K
74, ?, HS-grad, ?, United-States, <=50K
31, Private, Assoc-voc, Machine-op-inspct, Columbia, <=50K
51, State-gov, Doctorate, Exec-managerial, United-States, >50K
67, Private, HS-grad, Sales, United-States, <=50K
42, Private, HS-grad, Craft-repair, United-States, <=50K
29, Private, HS-grad, Other-service, United-States, <=50K
31, Private, HS-grad, Machine-op-inspct, United-States, <=50K
21, Private, HS-grad, Craft-repair, United-States, <=50K
67, Private, 10th, Transport-moving, United-States, <=50K
41, State-gov, HS-grad, Protective-serv, United-States, >50K
27, Private, Bachelors, Tech-support, United-States, <=50K
51, Private, 12th, Transport-moving, United-States, <=50K
21, ?, 11th, ?, United-States, <=50K
28, Private, HS-grad, Craft-repair, United-States, <=50K
21, Private, Some-college, Craft-repair, United-States, <=50K
28, Private, Assoc-voc, Machine-op-inspct, United-States, >50K
29, Private, HS-grad, Other-service, United-States, <=50K
39, Self-emp-inc, HS-grad, Exec-managerial, United-States, <=50K
21, Private, Bachelors, Adm-clerical, Columbia, <=50K
43, Private, Assoc-voc, Craft-repair, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Craft-repair, United-States, >50K
28, Private, 11th, Transport-moving, United-States, <=50K
31, Private, 9th, Sales, United-States, >50K
18, ?, HS-grad, ?, United-States, <=50K
27, Private, Some-college, Adm-clerical, United-States, <=50K
34, State-gov, Some-college, Protective-serv, United-States, <=50K
25, Private, HS-grad, Tech-support, United-States, <=50K
34, Private, Bachelors, Tech-support, England, <=50K
43, Local-gov, HS-grad, Craft-repair, United-States, >50K
40, Self-emp-inc, Masters, Craft-repair, United-States, <=50K
21, Private, HS-grad, Other-service, United-States, <=50K
25, Private, Some-college, Exec-managerial, United-States, <=50K
21, Private, HS-grad, Adm-clerical, United-States, <=50K
19, Self-emp-not-inc, Some-college, Transport-moving, United-States, <=50K
49, Self-emp-inc, Assoc-acdm, Craft-repair, United-States, >50K
20, Private, Some-college, Other-service, United-States, <=50K
36, Private, 11th, Transport-moving, United-States, <=50K
32, Private, Some-college, Exec-managerial, United-States, <=50K
23, Private, Some-college, Adm-clerical, United-States, <=50K
21, Private, Some-college, Sales, United-States, <=50K
25, Private, Bachelors, Exec-managerial, United-States, <=50K
26, Private, 5th-6th, Transport-moving, ?, <=50K
24, Private, Bachelors, Sales, United-States, <=50K
22, Private, Some-college, Prof-specialty, United-States, <=50K
26, Private, HS-grad, Other-service, Mexico, <=50K
22, Private, 9th, Machine-op-inspct, Guatemala, <=50K
41, Local-gov, Bachelors, Protective-serv, United-States, >50K
18, Private, HS-grad, Adm-clerical, United-States, <=50K
24, Private, Bachelors, Sales, United-States, <=50K
38, Private, HS-grad, Craft-repair, United-States, <=50K
36, Private, Bachelors, Adm-clerical, United-States, <=50K
45, Local-gov, Masters, Prof-specialty, United-States, <=50K
38, Local-gov, Some-college, Tech-support, United-States, >50K
38, Private, HS-grad, Craft-repair, United-States, >50K
34, Self-emp-not-inc, HS-grad, Farming-fishing, United-States, <=50K
53, Local-gov, Assoc-acdm, Adm-clerical, United-States, <=50K
32, Private, Assoc-voc, Prof-specialty, United-States, >50K
17, Private, 11th, Sales, United-States, <=50K
45, State-gov, Bachelors, Exec-managerial, United-States, >50K
31, Local-gov, HS-grad, Protective-serv, United-States, <=50K
47, State-gov, Doctorate, Prof-specialty, United-States, <=50K
27, Private, HS-grad, Sales, United-States, <=50K
61, Federal-gov, Some-college, Adm-clerical, United-States, <=50K
33, Private, HS-grad, Transport-moving, United-States, <=50K
67, Private, HS-grad, Machine-op-inspct, United-States, <=50K
38, Private, Bachelors, Craft-repair, United-States, <=50K
25, Private, HS-grad, Sales, United-States, <=50K
33, Local-gov, 5th-6th, Other-service, El-Salvador, <=50K
27, Private, HS-grad, Adm-clerical, United-States, <=50K
45, Private, HS-grad, Craft-repair, United-States, >50K
24, Private, Bachelors, Adm-clerical, Taiwan, <=50K
23, Private, Assoc-voc, Tech-support, United-States, <=50K
48, Private, Some-college, Adm-clerical, United-States, <=50K
61, Federal-gov, Some-college, Adm-clerical, United-States, >50K
22, Private, HS-grad, Prof-specialty, United-States, <=50K
34, Private, Assoc-voc, Tech-support, United-States, <=50K
32, Private, HS-grad, Machine-op-inspct, United-States, >50K
35, Federal-gov, Some-college, Adm-clerical, United-States, <=50K
36, Private, 10th, Craft-repair, United-States, <=50K
24, Private, HS-grad, Exec-managerial, United-States, <=50K
60, Private, 9th, Craft-repair, United-States, <=50K
28, ?, Bachelors, ?, United-States, <=50K
64, Private, HS-grad, Craft-repair, United-States, <=50K
22, Private, HS-grad, Sales, United-States, <=50K
27, Private, 5th-6th, Priv-house-serv, England, <=50K
36, State-gov, Some-college, Transport-moving, United-States, <=50K
27, Private, HS-grad, Sales, United-States, <=50K
52, Private, Some-college, Sales, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Farming-fishing, United-States, <=50K
23, Private, Some-college, Adm-clerical, Vietnam, <=50K
29, Self-emp-not-inc, HS-grad, Machine-op-inspct, United-States, <=50K
34, Private, HS-grad, Transport-moving, United-States, <=50K
38, Private, HS-grad, Other-service, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Farming-fishing, United-States, >50K
50, Private, 11th, Transport-moving, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Exec-managerial, United-States, >50K
17, Self-emp-inc, 10th, Craft-repair, United-States, <=50K
25, Private, 11th, Handlers-cleaners, Mexico, <=50K
19, Private, HS-grad, Craft-repair, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Craft-repair, United-States, <=50K
59, Private, Some-college, Sales, United-States, >50K
39, Private, Masters, Prof-specialty, United-States, <=50K
18, Private, 9th, Machine-op-inspct, Mexico, <=50K
27, Private, Masters, Exec-managerial, United-States, <=50K
39, Private, Assoc-voc, Farming-fishing, United-States, <=50K
44, Private, Bachelors, Sales, United-States, >50K
19, Private, HS-grad, Adm-clerical, United-States, <=50K
32, Local-gov, HS-grad, Other-service, United-States, <=50K
48, Private, HS-grad, Craft-repair, United-States, >50K
46, Private, Assoc-acdm, Sales, United-States, <=50K
65, Private, 11th, Sales, United-States, <=50K
57, Self-emp-inc, Bachelors, Prof-specialty, United-States, >50K
48, Private, HS-grad, Other-service, Haiti, <=50K
46, Private, 7th-8th, Other-service, China, <=50K
27, Private, 10th, Handlers-cleaners, United-States, <=50K
29, Local-gov, Some-college, Protective-serv, United-States, >50K
21, ?, HS-grad, ?, United-States, <=50K
20, ?, Some-college, ?, United-States, <=50K
51, ?, HS-grad, ?, United-States, <=50K
35, Self-emp-inc, Some-college, Sales, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Farming-fishing, United-States, <=50K
30, Local-gov, Some-college, Protective-serv, United-States, >50K
65, Private, HS-grad, Other-service, United-States, <=50K
20, ?, HS-grad, ?, United-States, <=50K
47, Federal-gov, Some-college, Adm-clerical, United-States, <=50K
41, Private, HS-grad, Craft-repair, Japan, <=50K
17, Private, 9th, Craft-repair, United-States, <=50K
38, Local-gov, 5th-6th, Handlers-cleaners, Mexico, <=50K
38, Local-gov, Masters, Prof-specialty, United-States, >50K
39, Self-emp-not-inc, HS-grad, Sales, United-States, <=50K
24, ?, HS-grad, ?, United-States, <=50K
52, Private, 10th, Machine-op-inspct, United-States, <=50K
46, Self-emp-not-inc, Some-college, Exec-managerial, United-States, >50K
22, Private, Bachelors, Exec-managerial, United-States, <=50K
56, Private, Masters, Sales, United-States, <=50K
37, Self-emp-not-inc, 11th, Prof-specialty, United-States, <=50K
59, Private, Bachelors, Sales, United-States, >50K
19, Self-emp-not-inc, 11th, Craft-repair, United-States, <=50K
31, Private, 9th, Craft-repair, United-States, <=50K
22, Private, Some-college, Sales, Philippines, <=50K
48, Self-emp-not-inc, Doctorate, Prof-specialty, United-States, >50K
63, Self-emp-inc, Bachelors, Exec-managerial, United-States, <=50K
33, Private, HS-grad, Exec-managerial, United-States, >50K
53, Private, HS-grad, Farming-fishing, United-States, <=50K
38, Private, Assoc-voc, Craft-repair, ?, >50K
39, Private, Assoc-acdm, Sales, United-States, <=50K
59, Private, Prof-school, Prof-specialty, United-States, <=50K
45, Private, HS-grad, Machine-op-inspct, United-States, <=50K
39, Private, Some-college, Adm-clerical, United-States, <=50K
60, State-gov, HS-grad, Adm-clerical, United-States, <=50K
38, Private, Bachelors, Prof-specialty, United-States, <=50K
31, Private, HS-grad, Adm-clerical, United-States, <=50K
61, Self-emp-not-inc, Bachelors, Prof-specialty, United-States, >50K
66, ?, Bachelors, ?, United-States, <=50K
